sample,species,nReads
TR_201807,Minutocellus polymorphus,35948
TR_201807,Mytilus trossulus,40
TR_201807,Navicula cryptocephala,68
TR_201807,Nitzschia cf. promare,20
TR_201807,Ostrea lurida,487
TR_201807,Paracalanus sp. C AC-2013,6769
TR_201807,Paramoeba pemaquidensis,20
TR_201807,Penicillium rubens,290
TR_201807,Penicillium sclerotiorum,35
TR_201807,Phaeocystis antarctica,62
TR_201807,Phaeocystis globosa,46
TR_201807,Platynereis sp. CMC02,6
TR_201807,Podosira stelligera,125
TR_201807,Porichthys notatus,460
TR_201807,Poteriospumella lacustris,1000
TR_201807,Prasinoderma coloniale,685
TR_201807,Protoperidinium cf. depressum,9
TR_201807,Pseudo-nitzschia hasleana,71
TR_201807,Pseudocalanus newmani,266
TR_201807,Pseudochattonella farcimen,231
TR_201807,Pycnococcus provasolii,6643
TR_201807,Pythium sp. CAL-2011c,26
TR_201807,Rhizosolenia setigera,156
TR_201807,Ruditapes philippinarum,357
TR_201807,Saprolegnia diclina,22
TR_201807,Styela gibbsii,83
TR_201807,Thalassionema nitzschioides,769
TR_201807,Thalassiosira nordenskioeldii,337
TR_201807,Thalassiosira punctigera,27
TR_201807,Triparma laevis,39
TR_201807,NA,261622
TW_201703,Alitta sp. CMC01,70
TW_201703,Balanus balanus,229
TW_201703,Balanus glandula,6708
TW_201703,Barantolla americana CMC01,599
TW_201703,Bathycoccus prasinos,635282
TW_201703,Caulacanthus ustulatus,92
TW_201703,Centropages abdominalis,73
TW_201703,Chaetoceros socialis,564
TW_201703,Chattonella subsalsa,4789
TW_201703,Chordariaceae sp. 7 AP-2014,3570
TW_201703,Chrysochromulina sp. CCMP291,5
TW_201703,Coscinodiscus wailesii,12
TW_201703,Cylindrotheca closterium,82
TW_201703,Dictyocha speculum,15056
TW_201703,Emiliania huxleyi,20
TW_201703,Emplectonema sp. 1 TCH-2015,5
TW_201703,Hemigrapsus oregonensis,6
TW_201703,Heterocapsa rotundata,2666
TW_201703,Hincksia hincksiae,61
TW_201703,Homo sapiens,1385
TW_201703,Karlodinium veneficum,56
TW_201703,Leitoscoloplos pugettensis CMC01,185
TW_201703,Littorina plena,5
TW_201703,Lottia paradigitalis,111
TW_201703,Micromonas pusilla,190979
TW_201703,Minutocellus polymorphus,4079
TW_201703,Navicula cryptocephala,17
TW_201703,Nereis vexillosa,5
TW_201703,Nitzschia cf. promare,53
TW_201703,Nitzschia longissima,30
TW_201703,Ostrea lurida,25
TW_201703,Paracalanus sp. C AC-2013,18
TW_201703,Paranemertes californica,3433
TW_201703,Phaeocystis antarctica,38936
TW_201703,Phaeocystis globosa,5
TW_201703,Polychaeta sp. BOLD:ACQ0474,28
TW_201703,Poteriospumella lacustris,3475
TW_201703,Pseudochattonella farcimen,91
TW_201703,Pyramimonas parkeae,829
TW_201703,Pythium pachycaule,46
TW_201703,Pythium sp. CAL-2011c,9
TW_201703,Rhizosolenia setigera,15
TW_201703,Rhodotorula taiwanensis,3
TW_201703,Ruditapes philippinarum,53
TW_201703,Scopalina ruetzleri,47
TW_201703,Skeletonema dohrnii,121
TW_201703,Thalassionema nitzschioides,59
TW_201703,Thalassiosira nordenskioeldii,1041
TW_201703,Triparma laevis,18237
TW_201703,NA,1338524
TW_201705,Aequorea sp. MW-2012,259
TW_201705,Attheya longicornis,625
TW_201705,Balanus glandula,442
TW_201705,Bathycoccus prasinos,771
TW_201705,Calanus pacificus,13
TW_201705,Callithamnion corymbosum,7
TW_201705,Carcinonemertes errans,3060
TW_201705,Chaetoceros socialis,8788
TW_201705,Chaetoceros sp. MBTD-CMFRI-S062,2
TW_201705,Chattonella subsalsa,5
TW_201705,Chrysochromulina sp. CCMP291,357
TW_201705,Chthamalus dalli,8363
TW_201705,Cylindrotheca closterium,1550
TW_201705,Dendraster excentricus,532
TW_201705,Dictyocha speculum,7976
TW_201705,Ditylum brightwellii,189
TW_201705,Emiliania huxleyi,1984
TW_201705,Emplectonema sp. 1 TCH-2015,70
TW_201705,Hematodinium sp.,14
TW_201705,Heterosigma akashiwo,3
TW_201705,Homo sapiens,14
TW_201705,Lagenidium giganteum,5
TW_201705,Littorina plena,31027
TW_201705,Littorina scutulata,58
TW_201705,Micromonas pusilla,111045
TW_201705,Minutocellus polymorphus,815
TW_201705,Musculista senhousia,3
TW_201705,Mytilus trossulus,8010
TW_201705,Navicula cryptocephala,4
TW_201705,Nitzschia cf. promare,38
TW_201705,Nuttallia olivacea,21
TW_201705,Paracalanus sp. C AC-2013,197
TW_201705,Paranemertes californica,20
TW_201705,Pedospumella sinomuralis,8
TW_201705,Phaeocystis antarctica,3
TW_201705,Plagiogramma sp. IAL-2014a,3
TW_201705,Poteriospumella lacustris,4
TW_201705,Prasinoderma coloniale,95
TW_201705,Protoperidinium cf. depressum,468
TW_201705,Pseudochattonella farcimen,526
TW_201705,Pyropia haitanensis,122
TW_201705,Pythium tracheiphilum,24
TW_201705,Rhizosolenia setigera,679
TW_201705,Ruditapes philippinarum,478
TW_201705,Saprolegnia diclina,45
TW_201705,Saxidomus gigantea,5
TW_201705,Skeletonema dohrnii,305
TW_201705,Skeletonema japonicum,9
TW_201705,Thalassiosira nordenskioeldii,28889
TW_201705,Triparma laevis,84
TW_201705,Wildemania amplissima,4
TW_201705,NA,267092
TW_201706,Acrochaetium moniliforme,11
TW_201706,Aequorea sp. MW-2012,1085
TW_201706,Alitta sp. CMC01,52
TW_201706,Amphicaryon earnesti,18
TW_201706,Anisolpidium rosenvingei,61
TW_201706,Asterionellopsis guyunusae,232
TW_201706,Attheya longicornis,24
TW_201706,Bathycoccus prasinos,26992
TW_201706,Calanus pacificus,22
TW_201706,Callithamnion corymbosum,15
TW_201706,Caulacanthus ustulatus,223
TW_201706,Chaetoceros socialis,197
TW_201706,Chrysochromulina sp. CCMP291,115
TW_201706,Cliona chilensis,14
TW_201706,Clytia languida,16
TW_201706,Crassostrea gigas,9
TW_201706,Cylindrotheca closterium,14652
TW_201706,Cylindrotheca fusiformis,21
TW_201706,Cymbomonas tetramitiformis,394
TW_201706,Cyphoderia cf. compressa,5
TW_201706,Dendraster excentricus,7559
TW_201706,Dictyocha speculum,13
TW_201706,Dolichomastix tenuilepis,154
TW_201706,Emiliania huxleyi,13052
TW_201706,Gallus gallus,113
TW_201706,Gelidium vagum,48
TW_201706,Gracilaria vermiculophylla,3870
TW_201706,Harpacticoida sp. DNZ085,580
TW_201706,Hemipodia simplex,237
TW_201706,Homo sapiens,31
TW_201706,Lagenidium giganteum,4
TW_201706,Lichtheimia ramosa,86
TW_201706,Maculaura alaskensis,117
TW_201706,Mayamaea permitis,3
TW_201706,Melosira nummuloides,7
TW_201706,Micromonas pusilla,33569
TW_201706,Minutocellus polymorphus,15852
TW_201706,Monocorophium acherusicum,5
TW_201706,Mytilus trossulus,72
TW_201706,Nanomia cara,30
TW_201706,Navicula cryptocephala,756
TW_201706,Navicula sp. BOLD:AAO6951,38
TW_201706,Nereis vexillosa,3
TW_201706,Nitzschia cf. promare,81
TW_201706,Nitzschia cf. recta RT-2009,3
TW_201706,Nitzschia longissima,921
TW_201706,Nitzschia palea,62
TW_201706,Nuttallia olivacea,181
TW_201706,Ostrea lurida,2596
TW_201706,Paracalanus sp. C AC-2013,1905
TW_201706,Pedospumella sinomuralis,28
TW_201706,Penicillium rubens,118
TW_201706,Phaeocystis antarctica,164
TW_201706,Pinnularia acrosphaeria,40
TW_201706,Pisaster brevispinus,150
TW_201706,Pisaster ochraceus,375
TW_201706,Plagiogramma sp. IAL-2014a,6
TW_201706,Platynereis sp. CMC02,8
TW_201706,Polychaeta sp. BOLD:ACQ0474,1930
TW_201706,Porichthys notatus,23
TW_201706,Poteriospumella lacustris,26
TW_201706,Prasinoderma coloniale,7977
TW_201706,Protoperidinium cf. depressum,198
TW_201706,Pseudo-nitzschia cuspidata,5
TW_201706,Pseudochattonella farcimen,2207
TW_201706,Pyropia haitanensis,76
TW_201706,Pythium sp. CAL-2011c,303
TW_201706,Rhizosolenia setigera,21294
TW_201706,Rhodotorula taiwanensis,50
TW_201706,Ruditapes philippinarum,631
TW_201706,Saprolegnia diclina,52
TW_201706,Skeletonema dohrnii,3725
TW_201706,Stiliger fuscovittatus,3
TW_201706,Thalassionema nitzschioides,27
TW_201706,Thalassiosira nordenskioeldii,7400
TW_201706,Thecamonas trahens,24
TW_201706,Triparma laevis,2942
TW_201706,Wildemania amplissima,1
TW_201706,NA,455858
TW_201707,Bathycoccus prasinos,20326
TW_201707,Calanus pacificus,4
TW_201707,Chrysochromulina sp. CCMP291,163
TW_201707,Coscinodiscus wailesii,37
TW_201707,Cylindrotheca closterium,522
TW_201707,Cymbomonas tetramitiformis,6
TW_201707,Dictyocha speculum,12
TW_201707,Ditylum brightwellii,4
TW_201707,Emiliania huxleyi,339299
TW_201707,Gracilaria vermiculophylla,111
TW_201707,Harpacticoida sp. DNZ085,1325
TW_201707,Hincksia hincksiae,575
TW_201707,Micromonas pusilla,41701
TW_201707,Minutocellus polymorphus,187005
TW_201707,Mytilus trossulus,5
TW_201707,Navicula cryptocephala,42
TW_201707,Nitzschia palea,41
TW_201707,Phaeocystis antarctica,769
TW_201707,Poteriospumella lacustris,470
TW_201707,Prasinoderma coloniale,72
TW_201707,Pseudochattonella farcimen,680
TW_201707,Pythium sp. CAL-2011c,6
TW_201707,Rhizosolenia setigera,7
TW_201707,Saprolegnia diclina,23
TW_201707,Saxidomus gigantea,4
TW_201707,Skeletonema dohrnii,386
TW_201707,Stiliger fuscovittatus,88
TW_201707,Thalassiosira nordenskioeldii,4397
TW_201707,Triparma laevis,1101
TW_201707,NA,695398
TW_201708,Balanus glandula,17
TW_201708,Bathycoccus prasinos,128074
TW_201708,Calanus pacificus,241
TW_201708,Chrysochromulina sp. CCMP291,27
TW_201708,Coscinodiscus wailesii,196
TW_201708,Crassostrea gigas,12
TW_201708,Cylindrotheca closterium,1012
TW_201708,Cymbomonas tetramitiformis,1889
TW_201708,Dictyocha speculum,150
TW_201708,Ditylum brightwellii,14
TW_201708,Dolichomastix tenuilepis,66
TW_201708,Ectocarpus siliculosus,14
TW_201708,Emiliania huxleyi,2019
TW_201708,Gallus gallus,58
TW_201708,Gracilaria vermiculophylla,509
TW_201708,Harpacticoida sp. DNZ085,37
TW_201708,Hemipodia simplex,11
TW_201708,Hincksia hincksiae,29
TW_201708,Homo sapiens,249
TW_201708,Lichtheimia ramosa,24
TW_201708,Littorina plena,159
TW_201708,Melosira nummuloides,717
TW_201708,Micromonas pusilla,186650
TW_201708,Minutocellus polymorphus,19611
TW_201708,Mytilus trossulus,8
TW_201708,Navicula cryptocephala,88
TW_201708,Navicula sp. BOLD:AAO6951,13
TW_201708,Nitzschia palea,72
TW_201708,Nuttallia olivacea,2
TW_201708,Oncorhynchus tshawytscha,13
TW_201708,Paracalanus sp. C AC-2013,867
TW_201708,Poteriospumella lacustris,289
TW_201708,Pseudochattonella farcimen,2291
TW_201708,Pycnococcus provasolii,4
TW_201708,Rhizosolenia setigera,718
TW_201708,Ruditapes philippinarum,64
TW_201708,Saprolegnia diclina,165
TW_201708,Skeletonema dohrnii,68
TW_201708,Thalassionema nitzschioides,8
TW_201708,Thalassiosira nordenskioeldii,190
TW_201708,Thalassiosira punctigera,8
TW_201708,Triparma laevis,161
TW_201708,NA,588959
TW_201709,Attheya longicornis,88
TW_201709,Aurelia labiata,3
TW_201709,Balanus balanus,27
TW_201709,Balanus glandula,5336
TW_201709,Bathycoccus prasinos,107726
TW_201709,Calanus pacificus,431
TW_201709,Chaetoceros socialis,10
TW_201709,Chondracanthus exasperatus,5
TW_201709,Chrysochromulina sp. CCMP291,21
TW_201709,Coscinodiscus wailesii,22
TW_201709,Cylindrotheca closterium,22
TW_201709,Dictyocha speculum,26
TW_201709,Emiliania huxleyi,4310
TW_201709,Galactomyces candidum,2028
TW_201709,Gracilaria vermiculophylla,3
TW_201709,Gymnodinium sp. NVA/RUS/2008,10
TW_201709,Haramonas dimorpha,12
TW_201709,Heterocapsa rotundata,1148
TW_201709,Hincksia hincksiae,500
TW_201709,Homo sapiens,378
TW_201709,Leucocryptos marina,30
TW_201709,Lichtheimia ramosa,5
TW_201709,Littorina plena,21
TW_201709,Mayamaea permitis,9
TW_201709,Melosira nummuloides,9
TW_201709,Micromonas pusilla,47971
TW_201709,Minutocellus polymorphus,73235
TW_201709,Navicula cryptocephala,5
TW_201709,Navicula sp. BOLD:AAO6951,10
TW_201709,Nitzschia cf. promare,72
TW_201709,Oncorhynchus keta,2
TW_201709,Paracalanus sp. C AC-2013,128
TW_201709,Phaeocystis antarctica,1632
TW_201709,Phaeocystis globosa,62
TW_201709,Poteriospumella lacustris,966
TW_201709,Prasinoderma coloniale,561
TW_201709,Pseudochattonella farcimen,686
TW_201709,Pycnococcus provasolii,12
TW_201709,Pyropia haitanensis,3
TW_201709,Pythium sp. CAL-2011c,3
TW_201709,Rhizosolenia setigera,5571
TW_201709,Rhodotorula taiwanensis,55
TW_201709,Saprolegnia diclina,64
TW_201709,Scolelepis squamata,334
TW_201709,Sellaphora pupula,509
TW_201709,Skeletonema dohrnii,35
TW_201709,Skeletonema japonicum,11
TW_201709,Thalassionema nitzschioides,84
TW_201709,Thalassiosira nordenskioeldii,3708
TW_201709,Thalassiosira punctigera,24
TW_201709,Triparma laevis,389
TW_201709,NA,400852
TW_201711,Asterionellopsis guyunusae,1157
TW_201711,Attheya longicornis,193
TW_201711,Bathycoccus prasinos,222
TW_201711,Bipalponephtys cornuta,776
TW_201711,Brachionidae sp. SHYT150702c,2461
TW_201711,Chaetoceros socialis,19807
TW_201711,Chaetoceros sp. MBTD-CMFRI-S062,80
TW_201711,Chattonella subsalsa,2213
TW_201711,Chrysochromulina sp. CCMP291,125
TW_201711,Coscinodiscus wailesii,134
TW_201711,Cylindrotheca closterium,105
TW_201711,Dictyocha speculum,2493
TW_201711,Ditylum brightwellii,800
TW_201711,Emiliania huxleyi,1227
TW_201711,Gymnodinium sp. NVA/RUS/2008,120
TW_201711,Haramonas dimorpha,149
TW_201711,Heterocapsa rotundata,2031
TW_201711,Homo sapiens,382
TW_201711,Hypomesus pretiosus,686
TW_201711,Karlodinium veneficum,1370
TW_201711,Littorina plena,149
TW_201711,Micromonas pusilla,1459
TW_201711,Minutocellus polymorphus,217
TW_201711,Mytilus trossulus,12
TW_201711,Oncorhynchus keta,802
TW_201711,Paracalanus sp. C AC-2013,3
TW_201711,Pedospumella sinomuralis,1092
TW_201711,Phaeocystis antarctica,30
TW_201711,Phaeocystis globosa,143
TW_201711,Phytophthora megasperma,13
TW_201711,Phytophthora taxon paludosa,9
TW_201711,Poteriospumella lacustris,5
TW_201711,Protoperidinium cf. depressum,499
TW_201711,Pseudochattonella farcimen,13199
TW_201711,Pyropia haitanensis,93
TW_201711,Pythium tracheiphilum,1908
TW_201711,Rhizosolenia setigera,411
TW_201711,Ruditapes philippinarum,460
TW_201711,Skeletonema dohrnii,126
TW_201711,Skeletonema japonicum,71
TW_201711,Synchaetomella acerina,54
TW_201711,Thalassionema nitzschioides,75
TW_201711,Thalassiosira nordenskioeldii,1299
TW_201711,Triparma laevis,100
TW_201711,NA,400835
TW_201801,Balanus balanus,218
TW_201801,Bathycoccus prasinos,96680
TW_201801,Chaetoceros socialis,55
TW_201801,Chordariaceae sp. 7 AP-2014,235
TW_201801,Coscinodiscus wailesii,16
TW_201801,Cylindrotheca closterium,65
TW_201801,Dictyocha speculum,165
TW_201801,Ditylum brightwellii,318
TW_201801,Haptoglossa zoospora,102
TW_201801,Haramonas dimorpha,6
TW_201801,Heterocapsa rotundata,10788
TW_201801,Homo sapiens,694
TW_201801,Hypomesus pretiosus,277
TW_201801,Melosira nummuloides,17
TW_201801,Micromonas pusilla,77851
TW_201801,Minutocellus polymorphus,1985
TW_201801,Paracalanus sp. C AC-2013,20
TW_201801,Pedospumella sinomuralis,211
TW_201801,Phaeocystis antarctica,46
TW_201801,Phaeocystis globosa,12
TW_201801,Scopalina ruetzleri,567
TW_201801,Skeletonema dohrnii,177
TW_201801,Thalassiosira nordenskioeldii,2323
TW_201801,Thalassiosira punctigera,198
TW_201801,Triparma laevis,23
TW_201801,NA,139768
TW_201803,Albugo candida,33
TW_201803,Attheya longicornis,88
TW_201803,Balanus balanus,27212
TW_201803,Brachionidae sp. SHYT150702c,34
TW_201803,Caulacanthus ustulatus,15
TW_201803,Chaetoceros socialis,689
TW_201803,Chattonella subsalsa,1018
TW_201803,Coscinodiscus wailesii,23
TW_201803,Cylindrotheca closterium,3242
TW_201803,Cyphoderia cf. compressa,2
TW_201803,Dendraster excentricus,83
TW_201803,Dictyocha speculum,315
TW_201803,Ditylum brightwellii,110
TW_201803,Gracilaria vermiculophylla,14
TW_201803,Kellia porculus,1065
TW_201803,Lacuna vincta,659
TW_201803,Lagenidium giganteum,12
TW_201803,Leitoscoloplos pugettensis CMC01,11291
TW_201803,Littorina plena,1668
TW_201803,Littorina scutulata,36
TW_201803,Lottia paradigitalis,74
TW_201803,Melosira nummuloides,23
TW_201803,Membranipora membranacea,8
TW_201803,Minutocellus polymorphus,544
TW_201803,Nanomia cara,45
TW_201803,Navicula cryptocephala,300
TW_201803,Navicula sp. BOLD:AAO6951,2
TW_201803,Neochromadora poecilosomoides,37
TW_201803,Nitzschia cf. promare,2302
TW_201803,Nitzschia cf. recta RT-2009,168
TW_201803,Obelia bidentata,253
TW_201803,Paramoeba pemaquidensis,15
TW_201803,Parvamoeba rugata,356
TW_201803,Pinnularia acrosphaeria,147
TW_201803,Pinnularia sp. 5 CS-2011,53
TW_201803,Pinnularia subanglica,24
TW_201803,Placoneis sp. WJS-2015a,89
TW_201803,Podosira stelligera,62
TW_201803,Pseudochattonella farcimen,199
TW_201803,Pycnococcus provasolii,52
TW_201803,Pythium tracheiphilum,95
TW_201803,Rhizosolenia setigera,294
TW_201803,Ruditapes philippinarum,30
TW_201803,Saprolegnia diclina,5
TW_201803,Scopalina ruetzleri,171
TW_201803,Skeletonema dohrnii,213
TW_201803,Skeletonema japonicum,1291
TW_201803,Synchaeta pectinata,269
TW_201803,Thalassionema nitzschioides,983
TW_201803,Thalassiosira nordenskioeldii,5889
TW_201803,Thalassiosira punctigera,125
TW_201803,NA,355414
TW_201805,Acartia longiremis,30
TW_201805,Albugo candida,54
TW_201805,Anisolpidium ectocarpii,6
TW_201805,Attheya longicornis,22
TW_201805,Balanus balanus,1701
TW_201805,Balanus glandula,1113
TW_201805,Bathycoccus prasinos,1095
TW_201805,Calanus pacificus,6
TW_201805,Caulacanthus ustulatus,49
TW_201805,Centropages abdominalis,974
TW_201805,Chaetoceros socialis,158
TW_201805,Chattonella subsalsa,303
TW_201805,Chordariaceae sp. 7 AP-2014,23
TW_201805,Chthamalus dalli,79
TW_201805,Coscinodiscus wailesii,1380
TW_201805,Cryptocotyle lingua,264
TW_201805,Cylindrotheca closterium,110
TW_201805,Dictyocha speculum,134
TW_201805,Ditylum brightwellii,3
TW_201805,Evadne nordmanni,6
TW_201805,Gracilaria vermiculophylla,1881
TW_201805,Homo sapiens,32
TW_201805,Lichtheimia ramosa,206
TW_201805,Littorina plena,83477
TW_201805,Littorina sitkana,377
TW_201805,Melosira nummuloides,104
TW_201805,Micromonas pusilla,56369
TW_201805,Minutocellus polymorphus,424
TW_201805,Mytilus trossulus,365
TW_201805,Nanomia cara,18
TW_201805,Nassarius mendicus,70
TW_201805,Navicula cryptocephala,157
TW_201805,Navicula sp. BOLD:AAO6951,9
TW_201805,Nitokra spinipes,1326
TW_201805,Nitzschia cf. promare,30
TW_201805,Nuttallia olivacea,2098
TW_201805,Oncorhynchus keta,127
TW_201805,Paracalanus sp. C AC-2013,857
TW_201805,Parvamoeba rugata,169
TW_201805,Petalonia fascia,5
TW_201805,Phacellophora camtschatica,11
TW_201805,Pinnularia acrosphaeria,126
TW_201805,Plagiogramma sp. IAL-2014a,21
TW_201805,Platichthys stellatus,721
TW_201805,Polychaeta sp. BOLD:ACQ0474,149
TW_201805,Porichthys notatus,28
TW_201805,Prasinoderma coloniale,360
TW_201805,Pseudocalanus newmani,168
TW_201805,Pycnococcus provasolii,8
TW_201805,Pyropia haitanensis,24
TW_201805,Pythium tracheiphilum,321
TW_201805,Rhizosolenia setigera,226
TW_201805,Rhodotorula taiwanensis,26
TW_201805,Ruditapes philippinarum,488
TW_201805,Scolelepis squamata,535
TW_201805,Thalassionema nitzschioides,89
TW_201805,Thalassiosira nordenskioeldii,239
TW_201805,Thalassiosira punctigera,11
TW_201805,Thysanoessa raschii,59
TW_201805,Triparma laevis,286
TW_201805,NA,115183
TW_201807,Asterionellopsis guyunusae,4
TW_201807,Balanus glandula,8
TW_201807,Bathycoccus prasinos,275
TW_201807,Calanus pacificus,456
TW_201807,Chordariaceae sp. 2 AP-2014,12
TW_201807,Cliona chilensis,28
TW_201807,Coscinodiscus wailesii,5
TW_201807,Cylindrotheca closterium,841
TW_201807,Cymbomonas tetramitiformis,189
TW_201807,Dictyocha speculum,11
TW_201807,Dolichomastix tenuilepis,71
TW_201807,Emiliania huxleyi,7338
TW_201807,Gracilaria vermiculophylla,433
TW_201807,Haptoglossa zoospora,3946
TW_201807,Harpacticoida sp. DNZ085,21963
TW_201807,Heterocapsa rotundata,36
TW_201807,Hincksia hincksiae,30
TW_201807,Kellia porculus,357
TW_201807,Leucocryptos marina,274
TW_201807,Macoma nasuta,27
TW_201807,Melosira nummuloides,9
TW_201807,Membranipora membranacea,21
TW_201807,Micromonas pusilla,4678
TW_201807,Minutocellus polymorphus,79323
TW_201807,Nanomia bijuga,17
TW_201807,Nassarius mendicus,302
TW_201807,Navicula cryptocephala,176
TW_201807,Ostrea lurida,70
TW_201807,Paracalanus sp. C AC-2013,174
TW_201807,Penicillium rubens,424
TW_201807,Pisaster ochraceus,19
TW_201807,Platyias quadricornis,20
TW_201807,Podosira stelligera,191
TW_201807,Prasinoderma coloniale,973
TW_201807,Pseudo-nitzschia hasleana,18
TW_201807,Pseudocalanus newmani,366
TW_201807,Pseudochattonella farcimen,577
TW_201807,Pycnococcus provasolii,77
TW_201807,Rhizosolenia setigera,202
TW_201807,Rhodotorula taiwanensis,24
TW_201807,Schistomeringos longicornis,97
TW_201807,Skeletonema cf. pseudocostatum,3
TW_201807,Thalassionema nitzschioides,1085
TW_201807,Thalassiosira nordenskioeldii,1146
TW_201807,Thalassiosira punctigera,3301
TW_201807,Thelepus crispus,24
TW_201807,Triparma laevis,1191
TW_201807,NA,155714
